Date,Adj Close,Close,High,Low,Open,Volume,Ticker
2022-05-13,1104.1322021484375,1119.87548828125,1143.5965576171875,1114.68359375,1119.5986328125,19308778,RELIANCE.NS
2022-05-16,1104.4053955078125,1120.1524658203125,1144.9810791015625,1115.2835693359375,1123.498291015625,13437911,RELIANCE.NS
2022-05-17,1150.7935791015625,1167.2022705078125,1172.1634521484375,1122.3675537109375,1123.7982177734375,16551828,RELIANCE.NS
2022-05-18,1154.979736328125,1171.4481201171875,1186.0545654296875,1157.5570068359375,1172.048095703125,17276788,RELIANCE.NS
2022-05-19,1128.361572265625,1144.4503173828125,1159.518310546875,1138.0816650390625,1146.3656005859375,14699118,RELIANCE.NS
2022-05-20,1194.15625,1211.1832275390625,1220.39013671875,1154.672607421875,1159.518310546875,21793091,RELIANCE.NS
2022-05-23,1186.1708984375,1203.083984375,1224.6129150390625,1196.6690673828125,1214.436767578125,15252755,RELIANCE.NS
2022-05-24,1190.2431640625,1207.21435546875,1217.4365234375,1198.838134765625,1203.130126953125,13527818,RELIANCE.NS
2022-05-25,1188.491455078125,1205.4376220703125,1226.066650390625,1200.591796875,1216.0521240234375,12714544,RELIANCE.NS
2022-05-26,1177.1617431640625,1193.9462890625,1216.0059814453125,1175.901611328125,1211.16015625,17882023,RELIANCE.NS
2022-05-27,1171.7015380859375,1188.408203125,1202.2762451171875,1172.2557373046875,1196.692138671875,16521973,RELIANCE.NS
2022-05-30,1212.5159912109375,1229.8048095703125,1234.050537109375,1197.222900390625,1206.822021484375,13853398,RELIANCE.NS
2022-05-31,1197.887451171875,1214.967529296875,1236.2657470703125,1207.1451416015625,1219.005615234375,70620653,RELIANCE.NS
2022-06-01,1198.2742919921875,1215.35986328125,1225.3743896484375,1207.3758544921875,1215.72900390625,9776989,RELIANCE.NS
2022-06-02,1239.5892333984375,1257.2640380859375,1261.0252685546875,1215.590576171875,1215.590576171875,22126569,RELIANCE.NS
2022-06-03,1264.705810546875,1282.73876953125,1300.20654296875,1265.4324951171875,1266.3555908203125,23939791,RELIANCE.NS
2022-06-06,1259.2686767578125,1277.223876953125,1298.6605224609375,1269.9552001953125,1282.9696044921875,11093152,RELIANCE.NS
2022-06-07,1261.634521484375,1279.6236572265625,1288.0921630859375,1270.0706787109375,1278.308349609375,12358255,RELIANCE.NS
2022-06-08,1239.4755859375,1257.148681640625,1283.4310302734375,1253.572021484375,1279.6236572265625,12479250,RELIANCE.NS
2022-06-09,1273.4649658203125,1291.6226806640625,1293.583984375,1250.66455078125,1250.66455078125,17278305,RELIANCE.NS
2022-06-10,1235.016357421875,1252.6259765625,1287.5384521484375,1246.7418212890625,1279.2314453125,18093057,RELIANCE.NS
2022-06-13,1211.6514892578125,1228.9278564453125,1233.4967041015625,1207.4219970703125,1222.974609375,17620803,RELIANCE.NS
2022-06-14,1195.817138671875,1212.86767578125,1233.058349609375,1206.106689453125,1222.9976806640625,14714312,RELIANCE.NS
2022-06-15,1181.34765625,1198.1920166015625,1217.113525390625,1192.7001953125,1207.9989013671875,11195535,RELIANCE.NS
2022-06-16,1164.8306884765625,1181.4395751953125,1227.151123046875,1178.6705322265625,1210.5140380859375,17111475,RELIANCE.NS
2022-06-17,1178.4810791015625,1195.2845458984375,1211.3677978515625,1179.6397705078125,1181.4395751953125,24457187,RELIANCE.NS
2022-06-20,1157.118408203125,1173.6171875,1207.791259765625,1163.4871826171875,1202.20703125,12066797,RELIANCE.NS
2022-06-21,1175.796630859375,1192.561767578125,1196.8536376953125,1166.81005859375,1181.4395751953125,11720049,RELIANCE.NS
2022-06-22,1140.0782470703125,1156.333984375,1180.655029296875,1154.2110595703125,1180.562744140625,10617206,RELIANCE.NS
2022-06-23,1121.5819091796875,1137.573974609375,1165.287109375,1128.3670654296875,1160.6951904296875,19446323,RELIANCE.NS
2022-06-24,1137.5528564453125,1153.772705078125,1158.8260498046875,1138.9815673828125,1144.5196533203125,14240234,RELIANCE.NS
2022-06-27,1134.1856689453125,1150.3575439453125,1174.4940185546875,1145.23486328125,1174.4940185546875,15474529,RELIANCE.NS
2022-06-28,1150.1339111328125,1166.5330810546875,1169.41748046875,1145.48876953125,1145.48876953125,13572847,RELIANCE.NS
2022-06-29,1173.999267578125,1190.73876953125,1198.51513671875,1154.2110595703125,1157.0723876953125,19205146,RELIANCE.NS
2022-06-30,1181.052001953125,1197.89208984375,1207.2374267578125,1184.2086181640625,1190.6695556640625,23112959,RELIANCE.NS
2022-07-01,1095.9874267578125,1111.6146240234375,1196.20751953125,1091.4471435546875,1188.31591796875,81997149,RELIANCE.NS
2022-07-04,1098.2625732421875,1113.922119140625,1126.9825439453125,1091.9547119140625,1097.885009765625,41857728,RELIANCE.NS
2022-07-05,1107.1580810546875,1122.9444580078125,1137.5509033203125,1115.4912109375,1118.214111328125,17647327,RELIANCE.NS
2022-07-06,1097.420654296875,1113.068359375,1126.95947265625,1102.0616455078125,1116.875732421875,23943726,RELIANCE.NS
2022-07-07,1086.6143798828125,1102.1077880859375,1122.9444580078125,1096.0621337890625,1119.552490234375,23301033,RELIANCE.NS
2022-07-08,1088.1158447265625,1103.6307373046875,1115.9066162109375,1099.54638671875,1115.9066162109375,19010108,RELIANCE.NS
2022-07-11,1102.9036865234375,1118.6295166015625,1120.8907470703125,1093.754638671875,1096.75439453125,13847467,RELIANCE.NS
2022-07-12,1101.3338623046875,1117.0372314453125,1125.921142578125,1109.445556640625,1109.445556640625,10778989,RELIANCE.NS
2022-07-13,1081.8138427734375,1097.2388916015625,1123.2906494140625,1095.13916015625,1120.1986083984375,14224132,RELIANCE.NS
2022-07-14,1090.7320556640625,1106.2843017578125,1123.267578125,1096.9620361328125,1102.0616455078125,16970315,RELIANCE.NS
2022-07-15,1092.847900390625,1108.4302978515625,1114.5220947265625,1099.80029296875,1114.5220947265625,9603210,RELIANCE.NS
2022-07-18,1102.1529541015625,1117.8680419921875,1119.1370849609375,1104.0460205078125,1117.2911376953125,15160908,RELIANCE.NS
2022-07-19,1108.9100341796875,1124.7213134765625,1129.2901611328125,1107.738037109375,1107.738037109375,16439888,RELIANCE.NS
2022-07-20,1138.89501953125,1155.134033203125,1173.36328125,1147.4039306640625,1172.2095947265625,23924246,RELIANCE.NS
2022-07-21,1131.29638671875,1147.427001953125,1153.7496337890625,1138.6585693359375,1150.9805908203125,16523230,RELIANCE.NS
2022-07-22,1138.940673828125,1155.1802978515625,1161.2720947265625,1151.442138671875,1153.7496337890625,10969995,RELIANCE.NS
2022-07-25,1101.31103515625,1117.01416015625,1138.727783203125,1108.984130859375,1138.727783203125,23110452,RELIANCE.NS
2022-07-26,1101.8115234375,1117.5218505859375,1127.8594970703125,1112.837646484375,1117.3372802734375,11303288,RELIANCE.NS
2022-07-27,1100.76513671875,1116.46044921875,1120.06005859375,1108.5225830078125,1116.8065185546875,8655086,RELIANCE.NS
2022-07-28,1118.0101318359375,1133.9512939453125,1138.95849609375,1117.2911376953125,1124.213623046875,12496073,RELIANCE.NS
2022-07-29,1141.8299560546875,1158.1107177734375,1161.6412353515625,1137.1356201171875,1142.0736083984375,15130683,RELIANCE.NS
2022-08-01,1171.5877685546875,1188.2928466796875,1194.2462158203125,1157.2569580078125,1162.5872802734375,15700044,RELIANCE.NS
2022-08-02,1176.046875,1192.8155517578125,1203.499267578125,1182.1549072265625,1187.2083740234375,13917913,RELIANCE.NS
2022-08-03,1185.9205322265625,1202.830078125,1204.5145263671875,1184.8778076171875,1199.8995361328125,14250977,RELIANCE.NS
2022-08-04,1170.2454833984375,1186.931396484375,1208.0911865234375,1169.902099609375,1204.5145263671875,14467127,RELIANCE.NS
2022-08-05,1153.0003662109375,1169.4405517578125,1190.11572265625,1166.18701171875,1188.8236083984375,13942438,RELIANCE.NS
2022-08-08,1168.0841064453125,1184.7392578125,1192.307861328125,1168.0560302734375,1168.0560302734375,10165178,RELIANCE.NS
2022-08-10,1175.068603515625,1191.8233642578125,1195.2384033203125,1180.078125,1189.2388916015625,10724688,RELIANCE.NS
2022-08-11,1178.981689453125,1195.792236328125,1204.4683837890625,1190.7618408203125,1201.3302001953125,8198226,RELIANCE.NS
2022-08-12,1198.046630859375,1215.1290283203125,1218.9825439453125,1191.6849365234375,1195.4229736328125,12650587,RELIANCE.NS
2022-08-16,1206.373291015625,1223.574462890625,1226.343505859375,1212.49853515625,1221.2208251953125,6607378,RELIANCE.NS
2022-08-17,1212.67529296875,1229.96630859375,1235.388916015625,1225.535888671875,1229.8970947265625,6595965,RELIANCE.NS
2022-08-18,1214.87451171875,1228.1895751953125,1231.7430419921875,1218.451904296875,1227.589599609375,7410035,RELIANCE.NS
2022-08-19,1193.2137451171875,1206.2913818359375,1228.3741455078125,1202.1839599609375,1222.974609375,9460724,RELIANCE.NS
2022-08-22,1189.9041748046875,1202.9454345703125,1214.344482421875,1193.4385986328125,1207.7451171875,9471680,RELIANCE.NS
2022-08-23,1208.25537109375,1221.497802734375,1224.451416015625,1195.9075927734375,1197.130615234375,9678484,RELIANCE.NS
2022-08-24,1205.036865234375,1218.244140625,1232.20458984375,1216.213623046875,1218.40576171875,10369622,RELIANCE.NS
2022-08-25,1201.52197265625,1214.690673828125,1228.9278564453125,1210.3294677734375,1222.489990234375,7871946,RELIANCE.NS
2022-08-26,1195.1080322265625,1208.20654296875,1222.974609375,1203.130126953125,1215.1290283203125,10742038,RELIANCE.NS
2022-08-29,1185.8184814453125,1198.8150634765625,1225.2821044921875,1189.7696533203125,1192.97705078125,19838975,RELIANCE.NS
2022-08-30,1204.2152099609375,1217.4134521484375,1220.782470703125,1189.1004638671875,1206.360595703125,23139054,RELIANCE.NS
2022-09-01,1168.8138427734375,1181.6241455078125,1202.1839599609375,1177.1475830078125,1191.892578125,19909939,RELIANCE.NS
2022-09-02,1155.1646728515625,1167.8253173828125,1188.5235595703125,1165.610107421875,1181.6241455078125,12999345,RELIANCE.NS
2022-09-05,1173.10498046875,1185.9622802734375,1191.36181640625,1168.0560302734375,1168.0560302734375,11327815,RELIANCE.NS
2022-09-06,1185.4532470703125,1198.44580078125,1202.6685791015625,1186.9775390625,1187.4390869140625,10899618,RELIANCE.NS
2022-09-07,1178.56005859375,1191.4771728515625,1197.5458984375,1186.0545654296875,1188.362060546875,7488501,RELIANCE.NS
2022-09-08,1180.226318359375,1193.16162109375,1198.9765625,1186.51611328125,1194.4769287109375,7057077,RELIANCE.NS
2022-09-09,1172.876953125,1185.7315673828125,1204.5145263671875,1183.2855224609375,1204.5145263671875,8314850,RELIANCE.NS
2022-09-12,1186.0010986328125,1198.9996337890625,1205.4376220703125,1186.308349609375,1186.308349609375,7435419,RELIANCE.NS
2022-09-13,1195.906982421875,1209.01416015625,1213.6060791015625,1200.361083984375,1208.20654296875,8888657,RELIANCE.NS
2022-09-14,1181.572998046875,1194.5230712890625,1204.5145263671875,1187.32373046875,1188.362060546875,8678219,RELIANCE.NS
2022-09-15,1169.864013671875,1182.6856689453125,1201.537841796875,1179.939697265625,1192.0540771484375,10365600,RELIANCE.NS
2022-09-16,1140.87646484375,1153.38037109375,1178.2091064453125,1149.5960693359375,1173.940185546875,20217708,RELIANCE.NS
2022-09-19,1142.3599853515625,1154.8802490234375,1164.2255859375,1145.142578125,1153.38037109375,7580254,RELIANCE.NS
2022-09-20,1142.54248046875,1155.0648193359375,1171.148193359375,1151.3035888671875,1164.1102294921875,8411448,RELIANCE.NS
2022-09-21,1145.6923828125,1158.249267578125,1168.9791259765625,1151.442138671875,1152.249755859375,9207309,RELIANCE.NS
2022-09-22,1134.896240234375,1147.334716796875,1155.134033203125,1140.873779296875,1147.28857421875,10308170,RELIANCE.NS
2022-09-23,1113.62353515625,1125.828857421875,1151.8804931640625,1124.259765625,1146.8271484375,9528051,RELIANCE.NS
2022-09-26,1085.252197265625,1097.1466064453125,1115.8143310546875,1096.13134765625,1104.8536376953125,12479523,RELIANCE.NS
2022-09-27,1093.880126953125,1105.8690185546875,1119.5986328125,1089.185791015625,1104.83056640625,16154822,RELIANCE.NS
2022-09-28,1064.7554931640625,1076.42529296875,1097.4466552734375,1073.956298828125,1089.3011474609375,16997059,RELIANCE.NS
2022-09-29,1061.49169921875,1073.1256103515625,1092.600830078125,1067.4490966796875,1089.1396484375,14671827,RELIANCE.NS
2022-09-30,1085.434814453125,1097.331298828125,1108.5225830078125,1066.526123046875,1066.526123046875,18613024,RELIANCE.NS
2022-10-03,1081.6688232421875,1093.52392578125,1115.4219970703125,1090.524169921875,1103.6768798828125,11852723,RELIANCE.NS
2022-10-04,1101.61767578125,1113.69140625,1115.9066162109375,1103.0538330078125,1106.5843505859375,8948850,RELIANCE.NS
2022-10-06,1105.680419921875,1117.7987060546875,1130.674560546875,1115.975830078125,1120.983154296875,13352162,RELIANCE.NS
2022-10-07,1110.359619140625,1122.5291748046875,1127.8594970703125,1114.360595703125,1114.360595703125,7714340,RELIANCE.NS
2022-10-10,1098.239501953125,1110.2763671875,1115.7220458984375,1102.0616455078125,1109.9071044921875,6329527,RELIANCE.NS
2022-10-11,1076.373291015625,1088.17041015625,1114.060546875,1085.0322265625,1114.060546875,9215177,RELIANCE.NS
2022-10-12,1084.2935791015625,1096.177490234375,1099.1541748046875,1081.3402099609375,1085.4476318359375,7417103,RELIANCE.NS
2022-10-13,1087.7401123046875,1099.661865234375,1104.83056640625,1089.185791015625,1094.4007568359375,7328492,RELIANCE.NS
2022-10-14,1082.2164306640625,1094.07763671875,1115.1451416015625,1093.3392333984375,1114.5220947265625,9106089,RELIANCE.NS
2022-10-17,1099.586181640625,1111.6376953125,1114.060546875,1081.571044921875,1086.8321533203125,16729355,RELIANCE.NS
2022-10-18,1118.9873046875,1131.25146484375,1136.674072265625,1116.8988037109375,1117.7525634765625,12415820,RELIANCE.NS
2022-10-19,1138.4569091796875,1150.9344482421875,1166.6024169921875,1126.8441162109375,1132.7513427734375,19247142,RELIANCE.NS
2022-10-20,1141.5155029296875,1154.0264892578125,1162.51806640625,1146.8271484375,1146.8271484375,8717053,RELIANCE.NS
2022-10-21,1128.2769775390625,1140.6429443359375,1161.5028076171875,1138.5201416015625,1157.3031005859375,8243452,RELIANCE.NS
2022-10-24,1132.0430908203125,1144.4503173828125,1154.9033203125,1133.12060546875,1135.28955078125,3370033,RELIANCE.NS
2022-10-25,1114.559326171875,1126.77490234375,1153.2880859375,1125.1365966796875,1153.2880859375,12233241,RELIANCE.NS
2022-10-27,1118.941650390625,1131.205322265625,1139.1893310546875,1122.73681640625,1134.3665771484375,12513059,RELIANCE.NS
2022-10-28,1153.178955078125,1165.81787109375,1169.902099609375,1135.0357666015625,1137.5970458984375,17609592,RELIANCE.NS
2022-10-31,1163.8839111328125,1176.6400146484375,1181.8780517578125,1168.60986328125,1172.671142578125,12419943,RELIANCE.NS
2022-11-01,1154.8680419921875,1167.525390625,1199.8995361328125,1157.441650390625,1199.8995361328125,13963166,RELIANCE.NS
2022-11-02,1162.08056640625,1174.8170166015625,1176.9168701171875,1160.672119140625,1168.656005859375,8981896,RELIANCE.NS
2022-11-03,1166.417236328125,1179.2012939453125,1181.23193359375,1165.3101806640625,1167.525390625,6693449,RELIANCE.NS
2022-11-04,1183.5816650390625,1196.5537109375,1199.8995361328125,1177.332275390625,1178.6243896484375,12575815,RELIANCE.NS
2022-11-07,1189.9041748046875,1202.9454345703125,1204.653076171875,1187.900634765625,1195.74609375,11789748,RELIANCE.NS
2022-11-09,1188.71728515625,1201.74560546875,1210.029541015625,1195.3076171875,1204.653076171875,11254205,RELIANCE.NS
2022-11-10,1174.3375244140625,1187.2083740234375,1198.307373046875,1182.8240966796875,1195.2845458984375,5966242,RELIANCE.NS
2022-11-11,1201.407958984375,1214.5753173828125,1216.5135498046875,1194.361572265625,1199.8995361328125,12310132,RELIANCE.NS
2022-11-14,1195.58740234375,1208.691162109375,1219.2825927734375,1202.2762451171875,1214.0906982421875,9043112,RELIANCE.NS
2022-11-15,1190.2237548828125,1203.2685546875,1212.0831298828125,1195.2845458984375,1210.1910400390625,7086433,RELIANCE.NS
2022-11-16,1183.3990478515625,1196.369140625,1207.260498046875,1191.2926025390625,1204.5145263671875,9716161,RELIANCE.NS
2022-11-17,1186.4576416015625,1199.461181640625,1205.8990478515625,1190.6695556640625,1192.9539794921875,6661451,RELIANCE.NS
2022-11-18,1185.8184814453125,1198.8150634765625,1204.0531005859375,1186.562255859375,1203.0146484375,5303197,RELIANCE.NS
2022-11-21,1164.477294921875,1177.239990234375,1194.361572265625,1173.6402587890625,1194.361572265625,6390268,RELIANCE.NS
2022-11-22,1170.9366455078125,1183.7701416015625,1185.3623046875,1170.5943603515625,1174.51708984375,6611488,RELIANCE.NS
2022-11-23,1167.28466796875,1180.078125,1189.700439453125,1177.8629150390625,1188.362060546875,6413408,RELIANCE.NS
2022-11-24,1177.3504638671875,1190.2542724609375,1197.130615234375,1175.993896484375,1184.2086181640625,9389439,RELIANCE.NS
2022-11-25,1194.925537109375,1208.02197265625,1211.390869140625,1191.638671875,1194.8231201171875,7349922,RELIANCE.NS
2022-11-28,1235.9874267578125,1249.533935546875,1255.76416015625,1154.672607421875,1204.0069580078125,31527484,RELIANCE.NS
2022-11-29,1238.110107421875,1251.6798095703125,1260.656005859375,1243.280517578125,1247.8724365234375,11058913,RELIANCE.NS
2022-11-30,1246.85205078125,1260.517578125,1267.0247802734375,1245.2188720703125,1251.818359375,26164986,RELIANCE.NS
2022-12-01,1243.1771240234375,1256.802490234375,1271.4320068359375,1253.43359375,1265.3402099609375,9485801,RELIANCE.NS
2022-12-02,1242.6522216796875,1256.271728515625,1268.2015380859375,1246.326416015625,1259.89453125,11589592,RELIANCE.NS
2022-12-05,1224.5294189453125,1237.9501953125,1253.7796630859375,1235.8966064453125,1251.5875244140625,14828536,RELIANCE.NS
2022-12-06,1228.067138671875,1241.52685546875,1244.6650390625,1228.051025390625,1229.9432373046875,8594245,RELIANCE.NS
2022-12-07,1209.9442138671875,1223.205322265625,1243.7420654296875,1219.351806640625,1239.1270751953125,8462111,RELIANCE.NS
2022-12-08,1209.37353515625,1222.62841796875,1229.8970947265625,1218.40576171875,1227.589599609375,7757008,RELIANCE.NS
2022-12-09,1191.04541015625,1204.0992431640625,1227.589599609375,1200.7532958984375,1221.1285400390625,12655763,RELIANCE.NS
2022-12-12,1192.871337890625,1205.9451904296875,1210.5140380859375,1192.97705078125,1193.2078857421875,9479842,RELIANCE.NS
2022-12-13,1198.3037109375,1211.4371337890625,1215.1290283203125,1202.9915771484375,1205.9451904296875,8333348,RELIANCE.NS
2022-12-14,1193.9669189453125,1207.0528564453125,1217.875,1204.97607421875,1217.2750244140625,7268947,RELIANCE.NS
2022-12-15,1177.0079345703125,1189.9080810546875,1206.822021484375,1186.51611328125,1201.0533447265625,8688551,RELIANCE.NS
2022-12-16,1171.1876220703125,1184.02392578125,1208.5758056640625,1180.5858154296875,1186.51611328125,15837349,RELIANCE.NS
2022-12-19,1186.5716552734375,1199.5765380859375,1201.74560546875,1184.5316162109375,1191.131103515625,7729933,RELIANCE.NS
2022-12-20,1196.8428955078125,1209.9603271484375,1211.8985595703125,1184.2086181640625,1192.469482421875,7467588,RELIANCE.NS
2022-12-21,1179.8155517578125,1192.746337890625,1215.1290283203125,1188.8697509765625,1209.591064453125,8527550,RELIANCE.NS
2022-12-22,1176.7569580078125,1189.654296875,1202.0455322265625,1184.5546875,1198.9765625,7451122,RELIANCE.NS
2022-12-23,1142.245849609375,1154.764892578125,1195.515380859375,1150.1729736328125,1182.9625244140625,10257115,RELIANCE.NS
2022-12-26,1152.22021484375,1164.8486328125,1173.132568359375,1150.2421875,1160.5567626953125,5990242,RELIANCE.NS
2022-12-27,1161.6468505859375,1174.378662109375,1176.270751953125,1160.7874755859375,1167.5946044921875,5763271,RELIANCE.NS
2022-12-28,1161.5328369140625,1174.2633056640625,1176.7322998046875,1163.671875,1171.28662109375,7459393,RELIANCE.NS
2022-12-29,1161.0079345703125,1173.7325439453125,1176.31689453125,1165.517822265625,1166.2100830078125,6930648,RELIANCE.NS
2022-12-30,1162.7880859375,1175.5323486328125,1189.2850341796875,1172.71728515625,1174.563232421875,7289476,RELIANCE.NS
2023-01-02,1175.8896484375,1188.7774658203125,1190.2081298828125,1175.993896484375,1176.8245849609375,5316175,RELIANCE.NS
2023-01-03,1167.28466796875,1180.078125,1187.4390869140625,1175.809326171875,1183.7701416015625,7658932,RELIANCE.NS
2023-01-04,1149.7095947265625,1162.3104248046875,1181.9241943359375,1160.2105712890625,1180.0550537109375,9264891,RELIANCE.NS
2023-01-05,1147.6551513671875,1160.233642578125,1170.5482177734375,1155.5955810546875,1164.5948486328125,13637099,RELIANCE.NS
2023-01-06,1158.0863037109375,1170.7789306640625,1175.8785400390625,1162.195068359375,1166.048583984375,6349597,RELIANCE.NS
2023-01-09,1185.4302978515625,1198.4227294921875,1200.8226318359375,1173.755615234375,1174.655517578125,10722753,RELIANCE.NS
2023-01-10,1167.9010009765625,1180.701171875,1202.6685791015625,1174.9786376953125,1202.6685791015625,8047142,RELIANCE.NS
2023-01-11,1153.178955078125,1165.81787109375,1180.5166015625,1163.4871826171875,1177.9783935546875,11509553,RELIANCE.NS
2023-01-12,1128.2769775390625,1140.6429443359375,1168.748291015625,1137.5970458984375,1165.2178955078125,17688773,RELIANCE.NS
2023-01-13,1126.4510498046875,1138.7969970703125,1141.242919921875,1123.5675048828125,1134.5511474609375,20618583,RELIANCE.NS
2023-01-16,1115.7232666015625,1127.9517822265625,1144.3580322265625,1120.06005859375,1141.150634765625,13623855,RELIANCE.NS
2023-01-17,1131.5638427734375,1143.9658203125,1145.904052734375,1130.9515380859375,1134.3665771484375,10751000,RELIANCE.NS
2023-01-18,1129.692138671875,1142.0736083984375,1149.6422119140625,1135.451171875,1141.5198974609375,13448286,RELIANCE.NS
2023-01-19,1128.482421875,1140.8507080078125,1145.05029296875,1133.7435302734375,1141.242919921875,11940054,RELIANCE.NS
2023-01-20,1115.0615234375,1127.2825927734375,1142.2120361328125,1124.79052734375,1142.2120361328125,14930286,RELIANCE.NS
2023-01-23,1109.4237060546875,1121.5830078125,1138.15087890625,1119.1370849609375,1130.213134765625,10954118,RELIANCE.NS
2023-01-24,1102.873046875,1114.9605712890625,1127.7440185546875,1101.7615966796875,1126.0595703125,16488755,RELIANCE.NS
2023-01-25,1087.6258544921875,1099.54638671875,1114.3836669921875,1098.36962890625,1113.3453369140625,12385018,RELIANCE.NS
2023-01-27,1066.992431640625,1078.6866455078125,1101.7615966796875,1066.8260498046875,1100.4002685546875,25830975,RELIANCE.NS
2023-01-30,1077.218017578125,1089.0242919921875,1094.6314697265625,1061.9111328125,1076.0792236328125,21772103,RELIANCE.NS
2023-01-31,1074.524658203125,1086.3013916015625,1101.900146484375,1080.37109375,1099.2926025390625,22691594,RELIANCE.NS
2023-02-01,1068.1566162109375,1079.863525390625,1098.3465576171875,1063.757080078125,1098.3465576171875,19347800,RELIANCE.NS
2023-02-02,1062.244873046875,1073.8870849609375,1083.6015625,1066.526123046875,1069.756591796875,13662663,RELIANCE.NS
2023-02-03,1063.1805419921875,1074.8331298828125,1084.0631103515625,1058.2191162109375,1084.0631103515625,24699575,RELIANCE.NS
2023-02-06,1055.1690673828125,1066.7337646484375,1071.14111328125,1064.1263427734375,1068.3720703125,14837879,RELIANCE.NS
2023-02-07,1052.6356201171875,1064.1724853515625,1074.0947265625,1058.2191162109375,1066.9876708984375,15135435,RELIANCE.NS
2023-02-08,1073.6572265625,1085.424560546875,1089.093505859375,1064.68017578125,1067.4490966796875,21160332,RELIANCE.NS
2023-02-09,1075.5289306640625,1087.316650390625,1094.1468505859375,1077.140625,1086.1168212890625,13172763,RELIANCE.NS
2023-02-10,1066.6728515625,1078.3636474609375,1086.7860107421875,1071.279541015625,1086.7860107421875,10790445,RELIANCE.NS
2023-02-13,1060.6014404296875,1072.2257080078125,1084.524658203125,1067.7030029296875,1080.001953125,10352493,RELIANCE.NS
2023-02-14,1085.5946044921875,1097.4927978515625,1099.2464599609375,1072.3641357421875,1075.2716064453125,14321920,RELIANCE.NS
2023-02-15,1110.1768798828125,1122.344482421875,1124.7674560546875,1095.13916015625,1096.5235595703125,33503591,RELIANCE.NS
2023-02-16,1109.3095703125,1121.4676513671875,1137.0433349609375,1119.16015625,1130.4207763671875,17264487,RELIANCE.NS
2023-02-17,1113.9429931640625,1126.15185546875,1129.5208740234375,1112.491455078125,1116.82958984375,11809520,RELIANCE.NS
2023-02-20,1102.16552734375,1114.2452392578125,1130.5592041015625,1112.2607421875,1128.3670654296875,8836937,RELIANCE.NS
2023-02-21,1111.1585693359375,1123.3367919921875,1129.19775390625,1113.299072265625,1118.6756591796875,13311592,RELIANCE.NS
2023-02-22,1085.9598388671875,1097.8619384765625,1121.444580078125,1096.085205078125,1119.5755615234375,11024335,RELIANCE.NS
2023-02-23,1080.755615234375,1092.600830078125,1105.1767578125,1089.7626953125,1097.4466552734375,9851910,RELIANCE.NS
2023-02-24,1088.1510009765625,1100.0771484375,1105.8228759765625,1092.8316650390625,1094.6776123046875,9434053,RELIANCE.NS
2023-02-27,1080.91552734375,1092.7623291015625,1102.8231201171875,1085.3092041015625,1099.2926025390625,11199715,RELIANCE.NS
2023-02-28,1060.2362060546875,1071.8564453125,1092.3701171875,1067.7491455078125,1087.3397216796875,21994038,RELIANCE.NS
2023-03-01,1069.982421875,1081.70947265625,1082.4478759765625,1072.179443359375,1081.755615234375,11551145,RELIANCE.NS
2023-03-02,1061.833984375,1073.4716796875,1085.2861328125,1071.41796875,1078.525146484375,9333535,RELIANCE.NS
2023-03-03,1088.927001953125,1100.8616943359375,1104.5767822265625,1080.625,1084.13232421875,14643807,RELIANCE.NS
2023-03-06,1099.5633544921875,1111.6146240234375,1118.9525146484375,1107.599609375,1107.599609375,10171916,RELIANCE.NS
2023-03-08,1103.51220703125,1115.606689453125,1116.3681640625,1100.6771240234375,1111.6146240234375,15782657,RELIANCE.NS
2023-03-09,1076.9896240234375,1088.79345703125,1115.39892578125,1086.8782958984375,1114.983642578125,16235128,RELIANCE.NS
2023-03-10,1060.3046875,1071.9256591796875,1081.755615234375,1068.3951416015625,1080.6019287109375,13334091,RELIANCE.NS
2023-03-13,1042.8665771484375,1054.29638671875,1081.755615234375,1049.912109375,1074.8331298828125,12771592,RELIANCE.NS
2023-03-14,1038.9635009765625,1050.3505859375,1063.7340087890625,1047.166259765625,1052.2196044921875,16027522,RELIANCE.NS
2023-03-15,1021.2057495117188,1032.398193359375,1060.6650390625,1027.9447021484375,1054.11181640625,21728555,RELIANCE.NS
2023-03-16,1016.1157836914062,1027.25244140625,1040.2205810546875,1016.31494140625,1035.1441650390625,18363159,RELIANCE.NS
2023-03-17,1014.8377075195312,1025.9603271484375,1039.2745361328125,1021.1607055664062,1035.9517822265625,34014213,RELIANCE.NS
2023-03-20,1004.8631591796875,1015.8765258789062,1024.5296630859375,1006.0696411132812,1022.22216796875,19524589,RELIANCE.NS
2023-03-21,1036.1103515625,1047.4661865234375,1049.45068359375,1023.1451416015625,1024.0450439453125,21400360,RELIANCE.NS
2023-03-22,1039.26025390625,1050.6505126953125,1057.5037841796875,1047.6046142578125,1054.527099609375,10920094,RELIANCE.NS
2023-03-23,1026.11328125,1037.359375,1047.5584716796875,1035.167236328125,1046.681640625,16249370,RELIANCE.NS
2023-03-24,1005.7990112304688,1016.8225708007812,1038.3746337890625,1014.3766479492188,1036.1824951171875,12375945,RELIANCE.NS
2023-03-27,1021.4339599609375,1032.62890625,1040.2205810546875,1015.3919677734375,1023.3759155273438,14054323,RELIANCE.NS
2023-03-28,1026.2044677734375,1037.45166015625,1041.3743896484375,1032.3751220703125,1036.067138671875,12576424,RELIANCE.NS
